ParentNode [0,766] X:-320.00,320.00  Y:-320.00,320.00  Z:-320.00,320.00
mzb:455, mmb:61  X:(210.06,211.96),  Y:(-47.18,-45.28),  Z:(213.99,214.14)
mzb:456, mmb:61  X:(254.04,255.95),  Y:(-47.18,-45.28),  Z:(179.93,180.08)
mzb:457, mmb:61  X:(253.98,254.12),  Y:(-47.18,-45.28),  Z:(178.04,179.94)
mzb:458, mmb:61  X:(253.98,254.12),  Y:(-47.18,-45.28),  Z:(176.04,177.94)
mzb:459, mmb:61  X:(253.98,254.12),  Y:(-47.18,-45.28),  Z:(174.04,175.94)
mzb:460, mmb:61  X:(253.98,254.12),  Y:(-47.18,-45.28),  Z:(172.04,173.94)
mzb:461, mmb:61  X:(253.98,254.12),  Y:(-47.18,-45.28),  Z:(170.04,171.94)
mzb:462, mmb:100  X:(214.35,217.01),  Y:(-47.44,-46.45),  Z:(218.21,220.64)
mzb:463, mmb:100  X:(196.66,199.03),  Y:(-41.61,-40.62),  Z:(161.10,162.73)
mzb:464, mmb:99  X:(197.42,199.17),  Y:(-42.25,-41.59),  Z:(159.55,160.98)
mzb:465, mmb:104  X:(201.02,202.52),  Y:(-42.10,-40.60),  Z:(157.44,158.94)
mzb:466, mmb:101  X:(200.02,201.02),  Y:(-43.09,-42.09),  Z:(159.15,160.15)
mzb:467, mmb:104  X:(218.45,220.09),  Y:(-52.49,-50.99),  Z:(220.59,222.22)
mzb:468, mmb:102  X:(220.21,222.22),  Y:(-52.49,-50.99),  Z:(220.88,222.90)
mzb:469, mmb:104  X:(215.89,217.53),  Y:(-47.99,-46.49),  Z:(220.35,221.99)
mzb:470, mmb:103  X:(213.24,214.59),  Y:(-56.50,-55.50),  Z:(217.48,218.82)
mzb:471, mmb:100  X:(214.23,216.73),  Y:(-51.99,-51.00),  Z:(217.99,219.86)
mzb:472, mmb:104  X:(215.58,217.22),  Y:(-55.49,-53.99),  Z:(218.96,220.60)
mzb:473, mmb:103  X:(220.71,221.71),  Y:(-48.45,-47.45),  Z:(221.75,222.75)
mzb:474, mmb:107  X:(208.39,209.95),  Y:(-42.35,-42.13),  Z:(201.28,202.73)
mzb:475, mmb:107  X:(209.67,210.92),  Y:(-42.96,-42.74),  Z:(201.79,203.32)
mzb:476, mmb:107  X:(211.21,212.53),  Y:(-43.50,-43.28),  Z:(202.48,204.03)
mzb:477, mmb:107  X:(211.16,212.61),  Y:(-43.30,-43.08),  Z:(202.72,203.79)
mzb:478, mmb:99  X:(209.94,210.89),  Y:(-42.76,-42.10),  Z:(202.00,203.50)
mzb:479, mmb:100  X:(249.86,252.05),  Y:(-47.36,-46.37),  Z:(171.82,174.45)
mzb:480, mmb:102  X:(262.09,264.06),  Y:(-52.47,-50.97),  Z:(179.55,181.52)
mzb:481, mmb:102  X:(263.27,265.09),  Y:(-52.47,-50.97),  Z:(172.42,174.24)
mzb:482, mmb:102  X:(263.93,265.56),  Y:(-52.47,-50.97),  Z:(169.93,171.56)
mzb:483, mmb:104  X:(260.64,262.27),  Y:(-48.02,-46.52),  Z:(174.38,176.01)
mzb:484, mmb:104  X:(262.34,264.17),  Y:(-48.02,-46.52),  Z:(175.60,177.42)
mzb:485, mmb:104  X:(259.58,261.60),  Y:(-48.02,-46.52),  Z:(175.99,178.01)
mzb:486, mmb:100  X:(260.58,263.24),  Y:(-51.97,-50.98),  Z:(174.66,177.01)
mzb:487, mmb:61  X:(219.93,220.07),  Y:(-47.18,-45.28),  Z:(214.04,215.94)
mzb:488, mmb:104  X:(220.09,222.03),  Y:(-48.61,-47.11),  Z:(217.41,219.35)
mzb:489, mmb:104  X:(222.47,224.31),  Y:(-47.14,-45.64),  Z:(217.85,219.68)
mzb:490, mmb:49  X:(227.90,229.44),  Y:(-47.82,-40.75),  Z:(205.15,208.07)
mzb:491, mmb:47  X:(230.52,231.04),  Y:(-45.23,-40.71),  Z:(208.49,209.01)
mzb:492, mmb:47  X:(206.08,207.59),  Y:(-47.36,-43.15),  Z:(209.96,211.51)
mzb:493, mmb:49  X:(208.84,211.94),  Y:(-52.05,-45.54),  Z:(210.84,214.15)
mzb:494, mmb:49  X:(208.76,212.73),  Y:(-49.84,-45.20),  Z:(208.71,213.91)
mzb:495, mmb:61  X:(255.91,256.05),  Y:(-47.18,-45.28),  Z:(180.07,181.98)
mzb:496, mmb:55  X:(234.98,237.02),  Y:(-40.55,-39.90),  Z:(175.53,179.12)
mzb:497, mmb:55  X:(246.06,248.16),  Y:(-44.88,-41.98),  Z:(170.77,173.14)
mzb:498, mmb:104  X:(220.32,222.40),  Y:(-47.11,-45.61),  Z:(216.63,218.71)
mzb:499, mmb:104  X:(210.78,212.63),  Y:(-46.95,-45.45),  Z:(211.91,213.75)
mzb:500, mmb:101  X:(219.00,220.31),  Y:(-46.45,-45.45),  Z:(210.16,211.46)
mzb:501, mmb:103  X:(229.23,230.35),  Y:(-46.10,-44.78),  Z:(212.16,213.39)
mzb:502, mmb:103  X:(215.71,216.92),  Y:(-48.99,-47.99),  Z:(220.63,221.84)
mzb:503, mmb:103  X:(219.06,220.26),  Y:(-47.50,-46.50),  Z:(221.97,223.18)
mzb:504, mmb:104  X:(212.33,214.34),  Y:(-55.49,-53.99),  Z:(217.10,219.11)
mzb:505, mmb:100  X:(215.72,217.72),  Y:(-52.97,-51.98),  Z:(218.19,220.75)
mzb:506, mmb:100  X:(216.13,218.34),  Y:(-51.99,-51.00),  Z:(218.89,221.52)
mzb:507, mmb:102  X:(260.47,262.41),  Y:(-55.48,-53.98),  Z:(174.43,176.36)
mzb:508, mmb:102  X:(261.58,263.51),  Y:(-55.48,-53.98),  Z:(172.98,174.91)
mzb:509, mmb:100  X:(260.36,263.02),  Y:(-50.48,-49.49),  Z:(174.76,177.14)
mzb:510, mmb:101  X:(266.71,267.80),  Y:(-50.49,-49.49),  Z:(170.22,171.30)
mzb:511, mmb:99  X:(250.28,252.00),  Y:(-47.99,-47.33),  Z:(172.39,174.13)
mzb:512, mmb:103  X:(254.19,255.51),  Y:(-46.36,-45.36),  Z:(180.23,181.55)
mzb:513, mmb:100  X:(260.56,263.22),  Y:(-50.48,-49.49),  Z:(176.57,178.92)
mzb:514, mmb:102  X:(217.72,219.53),  Y:(-48.00,-46.50),  Z:(219.93,221.75)
mzb:515, mmb:106  X:(251.31,252.38),  Y:(-44.82,-44.38),  Z:(190.02,191.08)
mzb:516, mmb:103  X:(251.80,253.35),  Y:(-46.06,-44.79),  Z:(188.96,190.36)
mzb:517, mmb:101  X:(262.50,263.88),  Y:(-52.98,-51.98),  Z:(170.98,172.36)
mzb:518, mmb:102  X:(263.88,265.89),  Y:(-52.47,-50.97),  Z:(180.36,182.37)
mzb:519, mmb:99  X:(263.13,264.62),  Y:(-50.15,-49.49),  Z:(178.44,180.20)
mzb:520, mmb:106  X:(229.52,230.79),  Y:(-43.89,-43.43),  Z:(207.79,209.06)
mzb:521, mmb:101  X:(218.57,219.91),  Y:(-42.94,-41.94),  Z:(205.46,206.81)
mzb:522, mmb:101  X:(211.39,212.73),  Y:(-50.50,-49.50),  Z:(216.59,217.93)
mzb:523, mmb:101  X:(212.71,214.01),  Y:(-50.50,-49.50),  Z:(217.38,218.68)
mzb:524, mmb:104  X:(211.71,213.71),  Y:(-52.50,-51.00),  Z:(216.46,218.46)
mzb:525, mmb:100  X:(212.87,215.26),  Y:(-44.58,-43.59),  Z:(205.70,207.36)
mzb:526, mmb:104  X:(214.00,216.09),  Y:(-43.60,-42.10),  Z:(205.31,207.41)
mzb:527, mmb:99  X:(217.98,219.74),  Y:(-50.16,-49.50),  Z:(220.03,221.51)
mzb:528, mmb:99  X:(219.18,220.73),  Y:(-50.16,-49.50),  Z:(220.42,222.19)
mzb:529, mmb:100  X:(249.53,251.99),  Y:(-46.39,-45.40),  Z:(171.77,173.57)
mzb:530, mmb:104  X:(212.38,214.08),  Y:(-43.60,-42.10),  Z:(205.63,207.34)
mzb:531, mmb:104  X:(266.49,268.52),  Y:(-47.16,-45.66),  Z:(180.73,182.76)
mzb:532, mmb:103  X:(264.31,265.66),  Y:(-46.69,-45.69),  Z:(181.07,182.41)
mzb:533, mmb:107  X:(197.28,198.61),  Y:(-41.81,-41.59),  Z:(161.45,162.28)
mzb:534, mmb:107  X:(199.16,200.13),  Y:(-40.82,-40.60),  Z:(162.59,163.99)
mzb:535, mmb:103  X:(211.65,212.65),  Y:(-47.95,-46.95),  Z:(211.50,212.50)
mzb:536, mmb:101  X:(260.81,262.09),  Y:(-56.48,-55.48),  Z:(174.95,176.23)
mzb:537, mmb:101  X:(262.65,263.73),  Y:(-51.97,-50.97),  Z:(171.12,172.21)
mzb:538, mmb:49  X:(269.52,270.90),  Y:(-52.85,-45.46),  Z:(180.71,182.35)
mzb:539, mmb:47  X:(253.60,254.45),  Y:(-47.51,-43.11),  Z:(188.21,189.53)
mzb:540, mmb:49  X:(256.16,262.73),  Y:(-49.83,-45.69),  Z:(170.41,170.82)
mzb:541, mmb:49  X:(256.03,261.41),  Y:(-50.62,-45.66),  Z:(168.78,171.99)
mzb:542, mmb:102  X:(258.73,260.57),  Y:(-47.29,-45.79),  Z:(170.47,172.31)
mzb:543, mmb:102  X:(200.18,202.29),  Y:(-43.58,-42.08),  Z:(156.21,158.32)
mzb:544, mmb:102  X:(251.62,253.70),  Y:(-48.55,-47.05),  Z:(170.97,173.05)
mzb:545, mmb:102  X:(251.75,253.58),  Y:(-47.06,-45.56),  Z:(171.09,172.93)
mzb:546, mmb:102  X:(249.71,251.68),  Y:(-47.00,-45.50),  Z:(169.73,171.70)
mzb:547, mmb:102  X:(261.03,262.87),  Y:(-55.48,-53.98),  Z:(176.52,178.36)
mzb:548, mmb:102  X:(252.92,254.42),  Y:(-46.56,-45.06),  Z:(187.44,188.94)
mzb:549, mmb:55  X:(240.52,243.36),  Y:(-41.82,-41.29),  Z:(173.45,176.84)
mzb:550, mmb:103  X:(219.67,221.08),  Y:(-46.23,-45.23),  Z:(216.49,217.90)
mzb:551, mmb:100  X:(212.56,215.13),  Y:(-46.16,-45.18),  Z:(211.13,213.15)
mzb:552, mmb:103  X:(216.08,217.14),  Y:(-49.31,-48.31),  Z:(210.40,211.46)
mzb:553, mmb:100  X:(212.48,214.67),  Y:(-47.14,-46.15),  Z:(209.59,212.21)
mzb:554, mmb:99  X:(212.90,214.62),  Y:(-47.77,-47.11),  Z:(210.16,211.90)
mzb:555, mmb:100  X:(212.15,214.62),  Y:(-46.16,-45.18),  Z:(209.54,211.34)
mzb:556, mmb:102  X:(215.61,217.69),  Y:(-48.33,-46.83),  Z:(209.95,212.03)
mzb:557, mmb:102  X:(215.73,217.57),  Y:(-46.84,-45.34),  Z:(210.07,211.91)
mzb:558, mmb:102  X:(214.26,216.23),  Y:(-46.78,-45.28),  Z:(208.55,210.52)
mzb:559, mmb:103  X:(217.76,218.97),  Y:(-46.45,-45.45),  Z:(210.58,211.79)
mzb:560, mmb:55  X:(229.90,232.53),  Y:(-47.43,-44.44),  Z:(211.42,213.32)
mzb:561, mmb:101  X:(213.39,214.75),  Y:(-45.58,-44.58),  Z:(205.85,207.22)
mzb:562, mmb:55  X:(211.15,213.10),  Y:(-45.23,-42.04),  Z:(206.51,208.51)
mzb:563, mmb:100  X:(206.81,209.20),  Y:(-44.08,-43.09),  Z:(205.94,207.60)
mzb:564, mmb:101  X:(208.13,209.47),  Y:(-43.10,-42.10),  Z:(205.91,207.26)
mzb:565, mmb:101  X:(206.57,207.72),  Y:(-43.10,-42.10),  Z:(206.00,207.15)
mzb:566, mmb:46  X:(217.75,219.39),  Y:(-44.68,-39.02),  Z:(201.79,203.74)
mzb:567, mmb:102  X:(199.43,200.93),  Y:(-42.10,-40.60),  Z:(156.35,157.85)
mzb:568, mmb:99  X:(200.44,201.68),  Y:(-44.24,-43.58),  Z:(156.76,158.42)
mzb:569, mmb:55  X:(200.65,203.10),  Y:(-40.82,-40.62),  Z:(163.79,167.32)
mzb:570, mmb:101  X:(198.53,199.67),  Y:(-42.30,-41.30),  Z:(192.61,193.75)
ParentNode [774,363] X:0.00,320.00  Y:-320.00,0.00  Z:0.00,320.00
Parent: 774,363] ChildBox 0)  X:(0.00,160.00)  Y:(-320.00,-160.00)  Z:(160.00,320.00)
Parent: 774,363] ChildBox 1)  X:(160.00,320.00)  Y:(-320.00,-160.00)  Z:(160.00,320.00)
Parent: 774,363] ChildBox 2)  X:(0.00,160.00)  Y:(-320.00,-160.00)  Z:(0.00,160.00)
Parent: 774,363] ChildBox 3)  X:(160.00,320.00)  Y:(-320.00,-160.00)  Z:(0.00,160.00)
Parent: 774,363] ChildBox 4)  X:(0.00,160.00)  Y:(-160.00,0.00)  Z:(160.00,320.00)
mzb:193, mmb:100  X:(11.02,12.77),  Y:(-3.09,-2.10),  Z:(201.88,204.31)
mzb:194, mmb:102  X:(59.16,61.19),  Y:(-15.48,-13.98),  Z:(177.98,180.01)
mzb:195, mmb:103  X:(20.93,21.93),  Y:(-7.45,-6.45),  Z:(221.04,222.04)
mzb:196, mmb:103  X:(20.29,21.29),  Y:(-7.47,-6.47),  Z:(222.31,223.31)
mzb:197, mmb:103  X:(15.42,16.42),  Y:(-16.45,-15.45),  Z:(219.71,220.71)
mzb:198, mmb:101  X:(64.97,65.97),  Y:(-7.46,-6.46),  Z:(178.91,179.91)
mzb:199, mmb:101  X:(64.35,65.35),  Y:(-7.52,-6.52),  Z:(177.86,178.86)
mzb:200, mmb:101  X:(64.74,65.74),  Y:(-8.46,-7.46),  Z:(178.53,179.53)
mzb:203, mmb:101  X:(0.86,2.18),  Y:(-1.60,-0.60),  Z:(160.01,161.33)
mzb:204, mmb:99  X:(7.05,8.66),  Y:(-4.73,-4.07),  Z:(205.94,207.71)
mzb:205, mmb:99  X:(20.54,22.23),  Y:(-10.16,-9.50),  Z:(221.13,222.89)
mzb:208, mmb:105  X:(45.38,46.42),  Y:(-2.94,-1.98),  Z:(174.85,175.90)
mzb:209, mmb:106  X:(19.86,20.92),  Y:(-7.46,-6.48),  Z:(220.73,221.66)
mzb:210, mmb:107  X:(45.55,47.01),  Y:(-3.18,-2.96),  Z:(173.83,174.92)
mzb:218, mmb:52  X:(7.47,24.94),  Y:(-14.43,-5.50),  Z:(215.65,230.41)
mzb:219, mmb:52  X:(57.65,72.79),  Y:(-14.43,-5.50),  Z:(166.28,183.81)
mzb:221, mmb:59  X:(8.00,33.47),  Y:(-18.00,-5.00),  Z:(213.77,216.15)
mzb:222, mmb:59  X:(53.77,56.15),  Y:(-18.00,-5.00),  Z:(166.53,192.00)
mzb:230, mmb:1  X:(22.54,23.04),  Y:(-7.76,-5.30),  Z:(215.05,215.56)
mzb:233, mmb:1  X:(26.84,27.34),  Y:(-7.76,-5.30),  Z:(214.96,215.46)
mzb:246, mmb:104  X:(12.50,14.00),  Y:(-15.49,-13.99),  Z:(219.24,220.74)
mzb:247, mmb:104  X:(21.69,23.56),  Y:(-7.13,-5.63),  Z:(230.71,232.58)
mzb:248, mmb:103  X:(21.99,23.33),  Y:(-8.11,-7.11),  Z:(230.93,232.27)
mzb:249, mmb:1  X:(70.17,70.67),  Y:(-8.13,-5.67),  Z:(185.80,186.30)
mzb:250, mmb:60  X:(26.61,27.83),  Y:(-10.75,-5.35),  Z:(215.77,221.37)
mzb:251, mmb:60  X:(50.62,56.22),  Y:(-10.75,-5.35),  Z:(187.38,188.45)
mzb:252, mmb:102  X:(45.89,47.39),  Y:(-3.46,-1.96),  Z:(172.32,173.82)
mzb:253, mmb:101  X:(45.76,46.97),  Y:(-2.97,-1.97),  Z:(173.91,175.12)
mzb:254, mmb:103  X:(49.43,50.84),  Y:(-6.45,-5.45),  Z:(175.69,177.10)
mzb:255, mmb:100  X:(49.94,52.51),  Y:(-6.39,-5.40),  Z:(173.36,175.39)
mzb:256, mmb:103  X:(52.09,53.15),  Y:(-9.54,-8.54),  Z:(171.42,172.48)
mzb:257, mmb:61  X:(20.06,21.96),  Y:(-7.18,-5.28),  Z:(215.92,216.06)
mzb:258, mmb:61  X:(14.06,15.96),  Y:(-7.18,-5.28),  Z:(213.99,214.14)
mzb:259, mmb:61  X:(18.06,19.96),  Y:(-7.18,-5.28),  Z:(213.99,214.14)
mzb:260, mmb:61  X:(12.06,13.96),  Y:(-7.18,-5.28),  Z:(213.99,214.14)
mzb:261, mmb:61  X:(16.06,17.96),  Y:(-7.18,-5.28),  Z:(213.99,214.14)
mzb:262, mmb:61  X:(10.06,11.96),  Y:(-7.18,-5.28),  Z:(213.99,214.14)
mzb:263, mmb:61  X:(54.04,55.95),  Y:(-7.18,-5.28),  Z:(179.93,180.08)
mzb:264, mmb:61  X:(53.98,54.12),  Y:(-7.18,-5.28),  Z:(178.04,179.94)
mzb:265, mmb:61  X:(53.98,54.12),  Y:(-7.18,-5.28),  Z:(176.04,177.94)
mzb:266, mmb:61  X:(53.98,54.12),  Y:(-7.18,-5.28),  Z:(174.04,175.94)
mzb:267, mmb:61  X:(53.98,54.12),  Y:(-7.18,-5.28),  Z:(172.04,173.94)
mzb:268, mmb:61  X:(53.98,54.12),  Y:(-7.18,-5.28),  Z:(170.04,171.94)
mzb:269, mmb:100  X:(14.35,17.01),  Y:(-7.44,-6.45),  Z:(218.21,220.64)
mzb:274, mmb:104  X:(18.45,20.09),  Y:(-12.49,-10.99),  Z:(220.59,222.22)
mzb:275, mmb:102  X:(20.21,22.22),  Y:(-12.49,-10.99),  Z:(220.88,222.90)
mzb:276, mmb:104  X:(15.89,17.53),  Y:(-7.99,-6.49),  Z:(220.35,221.99)
mzb:277, mmb:103  X:(13.24,14.59),  Y:(-16.50,-15.50),  Z:(217.48,218.82)
mzb:278, mmb:100  X:(14.23,16.73),  Y:(-11.99,-11.00),  Z:(217.99,219.86)
mzb:279, mmb:104  X:(15.58,17.22),  Y:(-15.49,-13.99),  Z:(218.96,220.60)
mzb:280, mmb:103  X:(20.71,21.71),  Y:(-8.45,-7.45),  Z:(221.75,222.75)
mzb:281, mmb:107  X:(8.39,9.95),  Y:(-2.35,-2.13),  Z:(201.28,202.73)
mzb:282, mmb:107  X:(9.67,10.92),  Y:(-2.96,-2.74),  Z:(201.79,203.32)
mzb:283, mmb:107  X:(11.21,12.53),  Y:(-3.50,-3.28),  Z:(202.48,204.03)
mzb:284, mmb:107  X:(11.16,12.61),  Y:(-3.30,-3.08),  Z:(202.72,203.79)
mzb:285, mmb:99  X:(9.94,10.89),  Y:(-2.76,-2.10),  Z:(202.00,203.50)
mzb:286, mmb:100  X:(49.86,52.05),  Y:(-7.36,-6.37),  Z:(171.82,174.45)
mzb:287, mmb:102  X:(62.09,64.06),  Y:(-12.47,-10.97),  Z:(179.55,181.52)
mzb:288, mmb:102  X:(63.27,65.09),  Y:(-12.47,-10.97),  Z:(172.42,174.24)
mzb:289, mmb:102  X:(63.93,65.56),  Y:(-12.47,-10.97),  Z:(169.93,171.56)
mzb:290, mmb:104  X:(60.64,62.27),  Y:(-8.02,-6.52),  Z:(174.38,176.01)
mzb:291, mmb:104  X:(62.34,64.17),  Y:(-8.02,-6.52),  Z:(175.60,177.42)
mzb:292, mmb:104  X:(59.58,61.60),  Y:(-8.02,-6.52),  Z:(175.99,178.01)
mzb:293, mmb:100  X:(60.58,63.24),  Y:(-11.97,-10.98),  Z:(174.66,177.01)
mzb:294, mmb:61  X:(19.93,20.07),  Y:(-7.18,-5.28),  Z:(214.04,215.94)
mzb:295, mmb:104  X:(20.09,22.03),  Y:(-8.61,-7.11),  Z:(217.41,219.35)
mzb:296, mmb:104  X:(22.47,24.31),  Y:(-7.14,-5.64),  Z:(217.85,219.68)
mzb:297, mmb:49  X:(27.90,29.44),  Y:(-7.82,-0.75),  Z:(205.15,208.07)
mzb:298, mmb:47  X:(30.52,31.04),  Y:(-5.23,-0.71),  Z:(208.49,209.01)
mzb:299, mmb:47  X:(6.08,7.59),  Y:(-7.36,-3.15),  Z:(209.96,211.51)
mzb:300, mmb:49  X:(8.84,11.94),  Y:(-12.05,-5.54),  Z:(210.84,214.15)
mzb:301, mmb:49  X:(8.76,12.73),  Y:(-9.84,-5.20),  Z:(208.71,213.91)
mzb:302, mmb:61  X:(55.91,56.05),  Y:(-7.18,-5.28),  Z:(180.07,181.98)
mzb:304, mmb:55  X:(46.06,48.16),  Y:(-4.88,-1.98),  Z:(170.77,173.14)
mzb:305, mmb:104  X:(20.32,22.40),  Y:(-7.11,-5.61),  Z:(216.63,218.71)
mzb:306, mmb:104  X:(10.78,12.63),  Y:(-6.95,-5.45),  Z:(211.91,213.75)
mzb:307, mmb:101  X:(19.00,20.31),  Y:(-6.45,-5.45),  Z:(210.16,211.46)
mzb:308, mmb:103  X:(29.23,30.35),  Y:(-6.10,-4.78),  Z:(212.16,213.39)
mzb:309, mmb:103  X:(15.71,16.92),  Y:(-8.99,-7.99),  Z:(220.63,221.84)
mzb:310, mmb:103  X:(19.06,20.26),  Y:(-7.50,-6.50),  Z:(221.97,223.18)
mzb:311, mmb:104  X:(12.33,14.34),  Y:(-15.49,-13.99),  Z:(217.10,219.11)
mzb:312, mmb:100  X:(15.72,17.72),  Y:(-12.97,-11.98),  Z:(218.19,220.75)
mzb:313, mmb:100  X:(16.13,18.34),  Y:(-11.99,-11.00),  Z:(218.89,221.52)
mzb:314, mmb:102  X:(60.47,62.41),  Y:(-15.48,-13.98),  Z:(174.43,176.36)
mzb:315, mmb:102  X:(61.58,63.51),  Y:(-15.48,-13.98),  Z:(172.98,174.91)
mzb:316, mmb:100  X:(60.36,63.02),  Y:(-10.48,-9.49),  Z:(174.76,177.14)
mzb:317, mmb:101  X:(66.71,67.80),  Y:(-10.49,-9.49),  Z:(170.22,171.30)
mzb:318, mmb:99  X:(50.28,52.00),  Y:(-7.99,-7.33),  Z:(172.39,174.13)
mzb:319, mmb:103  X:(54.19,55.51),  Y:(-6.36,-5.36),  Z:(180.23,181.55)
mzb:320, mmb:100  X:(60.56,63.22),  Y:(-10.48,-9.49),  Z:(176.57,178.92)
mzb:321, mmb:102  X:(17.72,19.53),  Y:(-8.00,-6.50),  Z:(219.93,221.75)
mzb:322, mmb:106  X:(51.31,52.38),  Y:(-4.82,-4.38),  Z:(190.02,191.08)
mzb:323, mmb:103  X:(51.80,53.35),  Y:(-6.06,-4.79),  Z:(188.96,190.36)
mzb:324, mmb:101  X:(62.50,63.88),  Y:(-12.98,-11.98),  Z:(170.98,172.36)
mzb:325, mmb:102  X:(63.88,65.89),  Y:(-12.47,-10.97),  Z:(180.36,182.37)
mzb:326, mmb:99  X:(63.13,64.62),  Y:(-10.15,-9.49),  Z:(178.44,180.20)
mzb:327, mmb:106  X:(29.52,30.79),  Y:(-3.89,-3.43),  Z:(207.79,209.06)
mzb:328, mmb:101  X:(18.57,19.91),  Y:(-2.94,-1.94),  Z:(205.46,206.81)
mzb:329, mmb:101  X:(11.39,12.73),  Y:(-10.50,-9.50),  Z:(216.59,217.93)
mzb:330, mmb:101  X:(12.71,14.01),  Y:(-10.50,-9.50),  Z:(217.38,218.68)
mzb:331, mmb:104  X:(11.71,13.71),  Y:(-12.50,-11.00),  Z:(216.46,218.46)
mzb:332, mmb:100  X:(12.87,15.26),  Y:(-4.58,-3.59),  Z:(205.70,207.36)
mzb:333, mmb:104  X:(14.00,16.09),  Y:(-3.60,-2.10),  Z:(205.31,207.41)
mzb:334, mmb:99  X:(17.98,19.74),  Y:(-10.16,-9.50),  Z:(220.03,221.51)
mzb:335, mmb:99  X:(19.18,20.73),  Y:(-10.16,-9.50),  Z:(220.42,222.19)
mzb:336, mmb:100  X:(49.53,51.99),  Y:(-6.39,-5.40),  Z:(171.77,173.57)
mzb:337, mmb:104  X:(12.38,14.08),  Y:(-3.60,-2.10),  Z:(205.63,207.34)
mzb:338, mmb:104  X:(66.49,68.52),  Y:(-7.16,-5.66),  Z:(180.73,182.76)
mzb:339, mmb:103  X:(64.31,65.66),  Y:(-6.69,-5.69),  Z:(181.07,182.41)
mzb:342, mmb:103  X:(11.65,12.65),  Y:(-7.95,-6.95),  Z:(211.50,212.50)
mzb:343, mmb:101  X:(60.81,62.09),  Y:(-16.48,-15.48),  Z:(174.95,176.23)
mzb:344, mmb:101  X:(62.65,63.73),  Y:(-11.97,-10.97),  Z:(171.12,172.21)
mzb:345, mmb:49  X:(69.52,70.90),  Y:(-12.85,-5.46),  Z:(180.71,182.35)
mzb:346, mmb:47  X:(53.60,54.45),  Y:(-7.51,-3.11),  Z:(188.21,189.53)
mzb:347, mmb:49  X:(56.16,62.73),  Y:(-9.83,-5.69),  Z:(170.41,170.82)
mzb:348, mmb:49  X:(56.03,61.41),  Y:(-10.62,-5.66),  Z:(168.78,171.99)
mzb:349, mmb:102  X:(58.73,60.57),  Y:(-7.29,-5.79),  Z:(170.47,172.31)
mzb:351, mmb:102  X:(51.62,53.70),  Y:(-8.55,-7.05),  Z:(170.97,173.05)
mzb:352, mmb:102  X:(51.75,53.58),  Y:(-7.06,-5.56),  Z:(171.09,172.93)
mzb:353, mmb:102  X:(49.71,51.68),  Y:(-7.00,-5.50),  Z:(169.73,171.70)
mzb:354, mmb:102  X:(61.03,62.87),  Y:(-15.48,-13.98),  Z:(176.52,178.36)
mzb:355, mmb:102  X:(52.92,54.42),  Y:(-6.56,-5.06),  Z:(187.44,188.94)
mzb:356, mmb:55  X:(40.52,43.36),  Y:(-1.82,-1.29),  Z:(173.45,176.84)
mzb:357, mmb:103  X:(19.67,21.08),  Y:(-6.23,-5.23),  Z:(216.49,217.90)
mzb:358, mmb:100  X:(12.56,15.13),  Y:(-6.16,-5.18),  Z:(211.13,213.15)
mzb:359, mmb:103  X:(16.08,17.14),  Y:(-9.31,-8.31),  Z:(210.40,211.46)
mzb:360, mmb:100  X:(12.48,14.67),  Y:(-7.14,-6.15),  Z:(209.59,212.21)
mzb:361, mmb:99  X:(12.90,14.62),  Y:(-7.77,-7.11),  Z:(210.16,211.90)
mzb:362, mmb:100  X:(12.15,14.62),  Y:(-6.16,-5.18),  Z:(209.54,211.34)
mzb:363, mmb:102  X:(15.61,17.69),  Y:(-8.33,-6.83),  Z:(209.95,212.03)
mzb:364, mmb:102  X:(15.73,17.57),  Y:(-6.84,-5.34),  Z:(210.07,211.91)
mzb:365, mmb:102  X:(14.26,16.23),  Y:(-6.78,-5.28),  Z:(208.55,210.52)
mzb:366, mmb:103  X:(17.76,18.97),  Y:(-6.45,-5.45),  Z:(210.58,211.79)
mzb:367, mmb:55  X:(29.90,32.53),  Y:(-7.43,-4.44),  Z:(211.42,213.32)
mzb:368, mmb:101  X:(13.39,14.75),  Y:(-5.58,-4.58),  Z:(205.85,207.22)
mzb:369, mmb:55  X:(11.15,13.10),  Y:(-5.23,-2.04),  Z:(206.51,208.51)
mzb:370, mmb:100  X:(6.81,9.20),  Y:(-4.08,-3.09),  Z:(205.94,207.60)
mzb:371, mmb:101  X:(8.13,9.47),  Y:(-3.10,-2.10),  Z:(205.91,207.26)
mzb:372, mmb:101  X:(6.57,7.72),  Y:(-3.10,-2.10),  Z:(206.00,207.15)
mzb:376, mmb:55  X:(0.65,3.10),  Y:(-0.82,-0.62),  Z:(163.79,167.32)
ParentNode [1137,140] X:0.00,160.00  Y:-160.00,0.00  Z:160.00,320.00
Parent: 1137,140] ChildBox 0)  X:(0.00,80.00)  Y:(-160.00,-80.00)  Z:(240.00,320.00)
Parent: 1137,140] ChildBox 1)  X:(80.00,160.00)  Y:(-160.00,-80.00)  Z:(240.00,320.00)
Parent: 1137,140] ChildBox 2)  X:(0.00,80.00)  Y:(-160.00,-80.00)  Z:(160.00,240.00)
Parent: 1137,140] ChildBox 3)  X:(80.00,160.00)  Y:(-160.00,-80.00)  Z:(160.00,240.00)
